porter,éléphant,55,
se souvenir,éléphant,51,
barrir,éléphant,55,
lécher,éléphant,17,
copuler,éléphant,17,
boire,éléphant,17,
dormir,éléphant,17,
mourir,éléphant,30,
vivre,éléphant,30,
se reproduire,éléphant,30,
manger,éléphant,30,
avoir de la mémoire,éléphant,65,
se nourrir,éléphant,31,
charger,éléphant,35,
être chassé,éléphant,30,
transporter,éléphant,30,
courir,éléphant,30,
marcher,éléphant,30,
obéir,éléphant,32,
prendre un bain,éléphant,30,
se déplacer,éléphant,30,
faire du bruit,éléphant,30,
renverser l'ordre établi,révolution,30,
se fêter,révolution,1,
briller,lumière,59,
chatoyer,lumière,54,
baisser,lumière,103,
vivre,lumière,30,
se reproduire,lumière,30,
parler,lumière,30,
mourir,lumière,30,
dormir,lumière,30,
éclairer,lumière,31,
éblouir,lumière,31,
manger,lumière,4,
vibrer,téléphone,57,
retentir,téléphone,80,
relier,téléphone,58,
sonner,téléphone,130,
s'éteindre,téléphone,40,
tomber en panne,téléphone,30,
ne plus fonctionner,téléphone,30,
devenir envahissant,téléphone,40,
dysfonctionner,téléphone,26,
fonctionner,téléphone,45,
dormir,Archimède,17,
mourir,Archimède,17,
parler,Archimède,30,
vivre,Archimède,30,
se reproduire,Archimède,24,
regarder,Archimède,30,
calculer,Archimède,7,
faire une démonstration,Archimède,7,
faire des mathématiques,Archimède,7,
faire des maths,Archimède,7,
mourir,ectoplasme,34,
dormir,ectoplasme,31,
parler,ectoplasme,30,
se reproduire,ectoplasme,30,
vivre,ectoplasme,31,
étudier,avocat,30,
étudier,professeur,30,
étudier,étudiant,60,
étudier,élève,45,
étudier,enquêteur,30,
étudier,individu,30,
étudier,geek,30,
étudier,gros con,17,
étudier,Institut national de la statistique et des études économiques,17,
étudier,Insee,17,
étudier,INSEE,17,
étudier,insee,17,
étudier,Alan Mathison Turing,17,
étudier,Alexandre Grothendieck,17,
étudier,Lord Voldemort,17,
étudier,Martine Aubry,17,
étudier,candidat au bac,17,
étudier,Vanessa Paradis,30,
étudier,Robinson Crusoé,30,
étudier,François Rabelais,30,
étudier,Cimabue,30,
étudier,Guy Mollet,30,
étudier,Mathieu,17,
étudier,Jacques Bénigne Bossuet,17,
étudier,Alan Turing,17,
étudier,femme,17,
étudier,fille laide,17,
étudier,Johannes Brahms,17,
étudier,Mathieu Lafourcade,17,
étudier,crétine,17,
étudier,lycéens,17,
étudier,Torricelli,30,
étudier,collège d'experts,30,
étudier,écolier,30,
étudier,fille,13,
étudier,personne,13,
étudier,homme,30,
étudier,garçon,13,
étudier,enfant,53,
étudier,Tryphon Tournesol,30,
étudier,Tournesol,30,
étudier,Professeur Tournesol,30,
étudier,Peau-Rouge,30,
étudier,peau-rouge,30,
étudier,enseignant,30,
étudier,physicien,30,
étudier,pirate informatique,30,
étudier,Vanessa Chantal Paradis,30,
étudier,critique d'art,30,
étudier,Alexander Grothendieck,30,
étudier,thon,42,
étudier,être humain,30,
étudier,érudit,30,
étudier,dirigeante d'entreprise,30,
étudier,dirigeant d'entreprise,30,
étudier,haute fonctionnaire,30,
étudier,femme politique,30,
étudier,haut fonctionnaire,30,
étudier,ministre,30,
étudier,président,30,
étudier,dirigeant,30,
étudier,chef d'entreprise,30,
étudier,secrétaire d'État,30,
étudier,secrétaire d'Etat,30,
étudier,ministre du Travail,30,
étudier,directrice générale des ressources humaines,30,
étudier,directeur général des ressources humaines,30,
étudier,directrice des ressources humaines,30,
étudier,directeur des ressources humaines,30,
étudier,directrice générale,30,
étudier,directeur général,30,
étudier,interne,30,
désorbiter,espace,55,
faire des ravages,sida,30,
se répliquer,sida,30,
vivre,vivant,56,
mourir,vivant,30,
dormir,vivant,34,
se reproduire,vivant,30,
regarder,vivant,10,
vivre,hétérozygote,30,
se reproduire,hétérozygote,30,
parler,hétérozygote,10,
mourir,hétérozygote,10,
dormir,hétérozygote,10,
regarder,hétérozygote,22,
plancher,scientifique,52,
expérimenter,scientifique,56,
savoir,scientifique,110,
rechercher,scientifique,57,
confirmer,scientifique,59,
penser,scientifique,58,
analyser,scientifique,51,
lire,scientifique,56,
connaître,scientifique,70,
chercher,scientifique,60,
explorer,scientifique,60,
s'installer à l'étranger,scientifique,30,
constater,scientifique,60,
dormir,scientifique,17,
vivre,scientifique,17,
se reproduire,scientifique,17,
mourir,scientifique,17,
parler,scientifique,17,
connoître,scientifique,60,
écrire un article scientifique,scientifique,35,
regarder,scientifique,30,
se tromper,scientifique,45,
dormir,anthropologue,17,
mourir,anthropologue,17,
parler,anthropologue,30,
vivre,anthropologue,30,
se reproduire,anthropologue,30,
regarder,anthropologue,30,
dormir,archéologue,17,
mourir,archéologue,17,
parler,archéologue,30,
vivre,archéologue,30,
se reproduire,archéologue,30,
regarder,archéologue,30,
faire de la recherche,archéologue,1,
dormir,astronome,17,
mourir,astronome,17,
parler,astronome,30,
scruter,astronome,30,
regarder,astronome,30,
calculer,astronome,30,
vivre,astronome,30,
se reproduire,astronome,30,
greffer,botaniste,30,
dormir,botaniste,17,
mourir,botaniste,17,
parler,botaniste,30,
vivre,botaniste,30,
se reproduire,botaniste,30,
regarder,botaniste,30,
regarder à la loupe,biologiste,30,
regarder au microscope,biologiste,30,
dormir,biologiste,17,
mourir,biologiste,17,
parler,biologiste,30,
vivre,biologiste,30,
se reproduire,biologiste,30,
regarder,biologiste,30,
faire de la recherche,biologiste,1,
dormir,biochimiste,17,
mourir,biochimiste,17,
parler,biochimiste,30,
vivre,biochimiste,10,
dormir,biomathématicien,17,
mourir,biomathématicien,17,
parler,biomathématicien,30,
vivre,biomathématicien,10,
faire de la recherche,biomathématicien,1,
rechercher,chercheur,190,
expérimenter,chercheur,60,
observer,chercheur,160,
savoir,chercheur,105,
connaître,chercheur,80,
homologuer,chercheur,57,
